"KenmerkenVanPersonen","Geslacht","Perioden","Personen_1","GemiddeldGestandaardiseerdInkomen_2","PersonenMetInkomen_3","GemiddeldPersoonlijkInkomen_4","MedianeKoopkrachtontwikkeling_5","PersonenEconomischZelfstandig_6","PersonenArm_7"
"T009002","T001038","2011JJ00",16309.8,26.9,12807.3,28.8,NA,67.7,NA
"T009002","T001038","2012JJ00",16378,27.1,12891.6,29.1,-1.1,67.6,NA
"T009002","T001038","2013JJ00",16429.5,27.3,12951.4,29.4,-1.1,67.1,NA
"T009002","T001038","2014JJ00",16454.5,28.9,13005.8,29.9,1.9,67.3,NA
"T009002","T001038","2015JJ00",16528.1,28.7,13115.5,30.4,1.3,68.1,NA
"T009002","T001038","2016JJ00",16595.2,30,13225.4,31,3,69.2,NA
"T009002","T001038","2017JJ00",16707.3,31.1,13396.7,32,0.7,70.3,NA
"T009002","T001038","2018JJ00",16806.3,31.5,13551.8,32.3,0.6,71.7,7.1
"T009002","T001038","2019JJ00",16909.9,33.9,13702.3,33.4,1.5,72.8,6.3
"T009002","T001038","2020JJ00",17018.5,34.5,13805.8,34.3,2.5,72.4,5.1
"T009002","T001038","2021JJ00",17098.8,36.1,13960.8,35.7,1.4,74.1,4.9
"T009002","T001038","2022JJ00",17203.8,38.2,14179.3,37.4,-1.1,76.2,3.4
"T009002","T001038","2023JJ00",17398.2,43.2,14371,39.7,0.6,76.5,2.7
"T009002","T001038","2024JJ00",17507.3,45.3,14480.6,42.2,3.6,76.4,3.1
"T009002","3000   ","2011JJ00",8083.8,27.5,6517.2,36.5,NA,78.9,NA
"T009002","3000   ","2012JJ00",8118.9,27.6,6545.8,36.6,-1.1,78.2,NA
"T009002","3000   ","2013JJ00",8144.4,27.8,6568.2,37,-1,77.3,NA
"T009002","3000   ","2014JJ00",8160.7,29.4,6593.4,37.6,1.9,77.5,NA
"T009002","3000   ","2015JJ00",8197.5,29.2,6643.4,38,1.4,78.2,NA
"T009002","3000   ","2016JJ00",8234.2,30.6,6692.6,38.7,3.2,79,NA
"T009002","3000   ","2017JJ00",8295.9,31.8,6773.3,40.1,0.8,79.7,NA
"T009002","3000   ","2018JJ00",8348.7,32.1,6843.1,40.1,0.7,80.8,7
"T009002","3000   ","2019JJ00",8402.2,34.7,6909.8,41.3,1.7,81.4,6.2
"T009002","3000   ","2020JJ00",8460.5,35.2,6952.1,42.1,2.6,80.3,5
"T009002","3000   ","2021JJ00",8502.1,36.9,7018,43.7,1.5,81.5,4.9
"T009002","3000   ","2022JJ00",8554.7,39.1,7124.5,45.5,-1.1,83.1,3.4
"T009002","3000   ","2023JJ00",8645.6,44.2,7210.2,48,0.6,83.1,2.8
"T009002","3000   ","2024JJ00",8700.8,46.3,7260.9,50.6,3.7,82.6,3.2
"T009002","4000   ","2011JJ00",8225.9,26.4,6290.1,20.9,NA,56.5,NA
"T009002","4000   ","2012JJ00",8259,26.6,6345.8,21.3,-1.1,56.8,NA
"T009002","4000   ","2013JJ00",8285.1,26.8,6383.2,21.7,-1.2,56.7,NA
"T009002","4000   ","2014JJ00",8293.7,28.3,6412.4,22.1,1.8,57.1,NA
"T009002","4000   ","2015JJ00",8330.7,28.1,6472.1,22.5,1.3,57.9,NA
"T009002","4000   ","2016JJ00",8360.9,29.3,6532.8,23.1,2.7,59.3,NA
"T009002","4000   ","2017JJ00",8411.4,30.4,6623.4,23.8,0.6,60.7,NA
"T009002","4000   ","2018JJ00",8457.6,30.8,6708.7,24.4,0.4,62.5,7.3
"T009002","4000   ","2019JJ00",8507.7,33.2,6792.5,25.4,1.4,64,6.4
"T009002","4000   ","2020JJ00",8558,33.7,6853.7,26.4,2.4,64.4,5.2
"T009002","4000   ","2021JJ00",8596.8,35.3,6942.7,27.5,1.2,66.5,5
"T009002","4000   ","2022JJ00",8649,37.4,7054.7,29.2,-1.1,69.1,3.4
"T009002","4000   ","2023JJ00",8752.6,42.2,7160.7,31.4,0.5,69.7,2.7
"T009002","4000   ","2024JJ00",8806.5,44.2,7219.6,33.7,3.5,70,3.1
"10680  ","T001038","2011JJ00",2881.1,25.3,98.6,0.8,NA,NA,NA
"10680  ","T001038","2012JJ00",2869,25.4,93.2,0.9,-0.8,NA,NA
"10680  ","T001038","2013JJ00",2849.3,25.8,88.4,0.9,-0.1,NA,NA
"10680  ","T001038","2014JJ00",2822.8,27.3,87.2,0.9,2.6,NA,NA
"10680  ","T001038","2015JJ00",2799.9,27.3,93.7,0.9,2.5,NA,NA
"10680  ","T001038","2016JJ00",2771.3,28.7,97.9,0.9,4.9,NA,NA
"10680  ","T001038","2017JJ00",2752.4,29.7,107.8,0.8,1.7,NA,NA
"10680  ","T001038","2018JJ00",2734.2,30.4,121.5,0.8,1.8,NA,8.8
"10680  ","T001038","2019JJ00",2713.4,32.6,128,0.9,2.4,NA,7.7
"10680  ","T001038","2020JJ00",2700,33.3,111.6,0.9,4.2,NA,6.4
"10680  ","T001038","2021JJ00",2686.6,34.9,134.6,0.9,2.7,NA,5.7
"10680  ","T001038","2022JJ00",2686,37,166.7,1,0,NA,4.1
"10680  ","T001038","2023JJ00",2698,41.2,180,1.1,1.7,NA,2.9
"10680  ","T001038","2024JJ00",2684.3,43.3,173.2,1.1,5.3,NA,2.9
"10680  ","3000   ","2011JJ00",1473.1,25.3,50.5,0.8,NA,NA,NA
"10680  ","3000   ","2012JJ00",1466.7,25.5,47.2,0.9,-0.9,NA,NA
"10680  ","3000   ","2013JJ00",1457.3,25.7,45,0.9,-0.1,NA,NA
"10680  ","3000   ","2014JJ00",1444.1,27.2,44.6,0.9,2.6,NA,NA
"10680  ","3000   ","2015JJ00",1431.9,27.2,47.7,0.9,2.5,NA,NA
"10680  ","3000   ","2016JJ00",1417.8,28.7,50,0.9,4.9,NA,NA
"10680  ","3000   ","2017JJ00",1408.8,29.7,55.3,0.9,1.7,NA,NA
"10680  ","3000   ","2018JJ00",1399.9,30.3,62.8,0.9,1.8,NA,8.8
"10680  ","3000   ","2019JJ00",1389.4,32.5,65.8,0.9,2.4,NA,7.7
"10680  ","3000   ","2020JJ00",1383,33.2,56.5,1,4.2,NA,6.4
"10680  ","3000   ","2021JJ00",1376.4,34.9,67,1,2.6,NA,5.8
"10680  ","3000   ","2022JJ00",1375.8,36.9,84.3,1,0,NA,4.1
"10680  ","3000   ","2023JJ00",1382.1,41.1,91.8,1.1,1.7,NA,2.9
"10680  ","3000   ","2024JJ00",1374.8,43.2,88.8,1.1,5.3,NA,2.9
"10680  ","4000   ","2011JJ00",1408,25.4,48.1,0.8,NA,NA,NA
"10680  ","4000   ","2012JJ00",1402.3,25.4,46,0.8,-0.8,NA,NA
"10680  ","4000   ","2013JJ00",1392.1,25.8,43.4,0.8,-0.1,NA,NA
"10680  ","4000   ","2014JJ00",1378.7,27.4,42.6,0.8,2.7,NA,NA
"10680  ","4000   ","2015JJ00",1367.9,27.3,45.9,0.9,2.5,NA,NA
"10680  ","4000   ","2016JJ00",1353.5,28.7,47.9,0.8,4.9,NA,NA
"10680  ","4000   ","2017JJ00",1343.6,29.8,52.5,0.8,1.7,NA,NA
"10680  ","4000   ","2018JJ00",1334.3,30.4,58.8,0.8,1.8,NA,8.8
"10680  ","4000   ","2019JJ00",1324,32.7,62.3,0.9,2.5,NA,7.7
"10680  ","4000   ","2020JJ00",1317.1,33.3,55.1,0.8,4.2,NA,6.4
"10680  ","4000   ","2021JJ00",1310.1,34.9,67.6,0.9,2.7,NA,5.7
"10680  ","4000   ","2022JJ00",1310.2,37.1,82.4,0.9,0,NA,4.1
"10680  ","4000   ","2023JJ00",1315.9,41.3,88.1,1,1.7,NA,2.8
"10680  ","4000   ","2024JJ00",1309.5,43.4,84.4,1.1,5.4,NA,2.9
"53050  ","T001038","2011JJ00",1989,25.1,1833.1,10.6,NA,64.9,NA
"53050  ","T001038","2012JJ00",1991.2,25.1,1823.4,10.4,-0.3,62.6,NA
"53050  ","T001038","2013JJ00",1991.1,25.3,1813.9,10.2,0.8,60.3,NA
"53050  ","T001038","2014JJ00",1998.9,26.7,1817.9,10.1,3.6,60.4,NA
"53050  ","T001038","2015JJ00",2009.9,26.6,1828.9,10.2,3.8,61.5,NA
"53050  ","T001038","2016JJ00",2019.7,28,1832.9,10.3,6,64.2,NA
"53050  ","T001038","2017JJ00",2034.1,29.5,1852.7,10.7,3.8,66.6,NA
"53050  ","T001038","2018JJ00",2052.2,30.2,1874.6,11.2,4,69.7,8.6
"53050  ","T001038","2019JJ00",2067.4,33.1,1893.7,11.8,4.9,71.9,7.5
"53050  ","T001038","2020JJ00",2072.3,33.9,1875.5,12.4,5.7,71.7,6.5
"53050  ","T001038","2021JJ00",2076.3,35.6,1903.3,13,4.7,75.4,5.8
"53050  ","T001038","2022JJ00",2092.6,37.9,1958.2,14.1,2.1,79.4,5.1
"53050  ","T001038","2023JJ00",2117,43.5,1998.4,15.6,3.9,79.6,4.3
"53050  ","T001038","2024JJ00",2123.4,45.1,2004.2,17.2,6.9,77.7,4.6
"53050  ","3000   ","2011JJ00",1010.6,26,926.5,11.4,NA,68.2,NA
"53050  ","3000   ","2012JJ00",1013.1,25.9,921.4,11.1,-0.2,65.7,NA
"53050  ","3000   ","2013JJ00",1012.5,26.1,915.4,10.9,0.8,63.4,NA
"53050  ","3000   ","2014JJ00",1016.7,27.6,917.9,10.8,3.6,63.9,NA
"53050  ","3000   ","2015JJ00",1023.6,27.4,925,11,3.9,65.2,NA
"53050  ","3000   ","2016JJ00",1029,28.9,927.4,11.2,6.1,67.5,NA
"53050  ","3000   ","2017JJ00",1037.9,30.3,938.9,11.5,3.9,69.3,NA
"53050  ","3000   ","2018JJ00",1046.9,31,950.3,12.2,4.1,71.9,8.5
"53050  ","3000   ","2019JJ00",1054.3,34.1,959.3,12.8,5,73.8,7.4
"53050  ","3000   ","2020JJ00",1056.4,34.9,948.2,13.4,5.7,73,6.4
"53050  ","3000   ","2021JJ00",1058.3,36.6,961.2,14.1,4.8,76.5,5.7
"53050  ","3000   ","2022JJ00",1065.3,39.1,990.4,15.3,2.1,80.3,5
"53050  ","3000   ","2023JJ00",1076.5,45,1012,16.9,4,80.7,4.2
"53050  ","3000   ","2024JJ00",1080.4,46.6,1016.3,18.5,6.9,78.7,4.5
"53050  ","4000   ","2011JJ00",978.3,24.3,906.6,9.8,NA,61.1,NA
"53050  ","4000   ","2012JJ00",978.1,24.2,902,9.6,-0.3,59,NA
"53050  ","4000   ","2013JJ00",978.6,24.5,898.4,9.5,0.8,56.8,NA
"53050  ","4000   ","2014JJ00",982.1,25.8,900,9.3,3.5,56.3,NA
"53050  ","4000   ","2015JJ00",986.3,25.7,903.8,9.4,3.8,57.3,NA
"53050  ","4000   ","2016JJ00",990.7,27.1,905.5,9.5,5.9,60.3,NA
"53050  ","4000   ","2017JJ00",996.2,28.6,913.7,9.8,3.7,63.5,NA
"53050  ","4000   ","2018JJ00",1005.3,29.2,924.3,10.3,3.9,67.2,8.8
"53050  ","4000   ","2019JJ00",1013.1,32.1,934.4,10.8,4.9,69.8,7.6
"53050  ","4000   ","2020JJ00",1015.9,32.9,927.3,11.3,5.7,70.1,6.5
"53050  ","4000   ","2021JJ00",1018,34.5,942.1,11.9,4.6,74,5.9
"53050  ","4000   ","2022JJ00",1027.3,36.6,967.7,12.9,2,78.3,5.1
"53050  ","4000   ","2023JJ00",1040.5,42,986.4,14.2,3.8,78.2,4.4
"53050  ","4000   ","2024JJ00",1043,43.5,987.8,15.8,6.9,76.4,4.7
"53310  ","T001038","2011JJ00",4336.8,26.6,4149.8,34,NA,75.5,NA
"53310  ","T001038","2012JJ00",4292,26.6,4110.8,34.2,-0.9,74.9,NA
"53310  ","T001038","2013JJ00",4247,26.8,4063.5,34.4,0,74,NA
"53310  ","T001038","2014JJ00",4199.3,28.1,4017.2,34.8,2.7,74,NA
"53310  ","T001038","2015JJ00",4152.2,28.3,3973.4,35.2,2.3,74.6,NA
"53310  ","T001038","2016JJ00",4123.4,29.7,3953.1,35.9,4.9,75.8,NA
"53310  ","T001038","2017JJ00",4121.3,30.6,3964,36.5,1.5,76.8,NA
"53310  ","T001038","2018JJ00",4131.3,31.1,3982.9,37.5,1.8,78.1,8
"53310  ","T001038","2019JJ00",4165.8,33.1,4022.5,38.8,2.5,79.2,7
"53310  ","T001038","2020JJ00",4215,34.2,4076.1,39.9,4.1,78.5,5.8
"53310  ","T001038","2021JJ00",4254.6,36,4118.5,41.7,2.7,80,5.5
"53310  ","T001038","2022JJ00",4304,38.2,4181.6,44.3,0.1,82.1,3.9
"53310  ","T001038","2023JJ00",4405,41.7,4271.5,47,1.2,82.3,3.4
"53310  ","T001038","2024JJ00",4473.9,44,4334.7,49.8,4.6,82.1,4
"53310  ","3000   ","2011JJ00",2167.9,26.9,2137.3,41.4,NA,85.5,NA
"53310  ","3000   ","2012JJ00",2143.6,26.9,2112,41.4,-0.9,84.3,NA
"53310  ","3000   ","2013JJ00",2119.3,27.1,2085.1,41.4,0,82.9,NA
"53310  ","3000   ","2014JJ00",2094.4,28.4,2059.1,41.6,2.7,82.8,NA
"53310  ","3000   ","2015JJ00",2070.3,28.6,2034.7,42.1,2.2,83.3,NA
"53310  ","3000   ","2016JJ00",2057.3,30,2022.1,42.7,4.9,84.1,NA
"53310  ","3000   ","2017JJ00",2058.7,30.9,2025.5,43.4,1.6,84.7,NA
"53310  ","3000   ","2018JJ00",2066,31.5,2032.3,44.5,1.9,85.6,7.9
"53310  ","3000   ","2019JJ00",2085.2,33.5,2050.8,45.8,2.6,86.1,6.9
"53310  ","3000   ","2020JJ00",2112.8,34.6,2078,46.7,4.1,84.8,5.8
"53310  ","3000   ","2021JJ00",2134.8,36.4,2098,48.7,2.7,85.9,5.5
"53310  ","3000   ","2022JJ00",2162,38.7,2129.5,51.5,0,87.5,4
"53310  ","3000   ","2023JJ00",2210.6,42.2,2171.2,54.3,1.1,87.5,3.6
"53310  ","3000   ","2024JJ00",2246.6,44.4,2203.9,57,4.5,86.9,4.2
"53310  ","4000   ","2011JJ00",2168.9,26.3,2012.4,26.2,NA,65.6,NA
"53310  ","4000   ","2012JJ00",2148.4,26.3,1998.8,26.6,-0.8,65.5,NA
"53310  ","4000   ","2013JJ00",2127.7,26.5,1978.4,27.1,-0.1,65.1,NA
"53310  ","4000   ","2014JJ00",2104.9,27.8,1958.1,27.6,2.7,65.2,NA
"53310  ","4000   ","2015JJ00",2081.8,27.9,1938.7,28,2.4,65.9,NA
"53310  ","4000   ","2016JJ00",2066.1,29.3,1931,28.7,4.8,67.5,NA
"53310  ","4000   ","2017JJ00",2062.5,30.2,1938.5,29.3,1.5,68.9,NA
"53310  ","4000   ","2018JJ00",2065.3,30.7,1950.6,30.3,1.7,70.7,8.1
"53310  ","4000   ","2019JJ00",2080.5,32.7,1971.7,31.5,2.5,72.2,7.1
"53310  ","4000   ","2020JJ00",2102.2,33.7,1998.1,32.9,4.2,72.1,5.8
"53310  ","4000   ","2021JJ00",2119.8,35.5,2020.4,34.4,2.6,74.1,5.4
"53310  ","4000   ","2022JJ00",2142,37.7,2052.1,36.8,0.1,76.7,3.9
"53310  ","4000   ","2023JJ00",2194.4,41.3,2100.3,39.5,1.4,77.2,3.3
"53310  ","4000   ","2024JJ00",2227.3,43.6,2130.8,42.4,4.8,77.2,3.7
"53715  ","T001038","2011JJ00",4635.7,30.3,4259.6,36.7,NA,60.6,NA
"53715  ","T001038","2012JJ00",4635.2,30.4,4274.6,37.2,-1.4,61.3,NA
"53715  ","T001038","2013JJ00",4641.6,30.7,4286,38.1,-0.9,61.6,NA
"53715  ","T001038","2014JJ00",4653.7,32.8,4304.6,39.2,2.1,62.3,NA
"53715  ","T001038","2015JJ00",4691.2,32.3,4346,40,1.5,63.2,NA
"53715  ","T001038","2016JJ00",4726.8,33.7,4389.1,40.9,3.2,64.2,NA
"53715  ","T001038","2017JJ00",4763.7,35,4437.9,42.6,0.6,65.2,NA
"53715  ","T001038","2018JJ00",4777.9,35.3,4463.8,42.9,0.5,66.5,7.6
"53715  ","T001038","2019JJ00",4778.8,38.5,4482.8,44.2,1.6,67.9,6.8
"53715  ","T001038","2020JJ00",4773,38.7,4493.9,45.2,2.7,67.8,5.4
"53715  ","T001038","2021JJ00",4756.3,40.6,4488.6,47.2,1.5,69.1,5.5
"53715  ","T001038","2022JJ00",4730.3,43.1,4495.3,49.1,-1,71.3,3.2
"53715  ","T001038","2023JJ00",4717.6,49.4,4481,51.9,0.3,72,2.4
"53715  ","T001038","2024JJ00",4694.1,51.9,4461.1,55,3.7,72.5,3.1
"53715  ","3000   ","2011JJ00",2324.5,30.9,2295.5,47.3,NA,74.3,NA
"53715  ","3000   ","2012JJ00",2322.8,31,2292.9,47.8,-1.3,74.5,NA
"53715  ","3000   ","2013JJ00",2325.1,31.3,2292.7,48.9,-0.7,74.3,NA
"53715  ","3000   ","2014JJ00",2328.5,33.4,2295.2,50.2,2.1,74.7,NA
"53715  ","3000   ","2015JJ00",2345.6,32.9,2310.6,51.1,1.6,75.6,NA
"53715  ","3000   ","2016JJ00",2362.1,34.4,2325.7,52.1,3.5,76.3,NA
"53715  ","3000   ","2017JJ00",2379.7,35.7,2343.4,54.4,0.7,77.1,NA
"53715  ","3000   ","2018JJ00",2384.3,36.1,2346.8,54.3,0.7,78.1,7
"53715  ","3000   ","2019JJ00",2382.9,39.4,2344.7,55.9,1.7,79,6.3
"53715  ","3000   ","2020JJ00",2378.6,39.6,2341.1,56.8,2.9,78.1,5
"53715  ","3000   ","2021JJ00",2369.1,41.6,2329.9,59.3,1.7,79,5.1
"53715  ","3000   ","2022JJ00",2354.6,44,2324.9,61.4,-1,80.6,3.1
"53715  ","3000   ","2023JJ00",2343.6,50.5,2305.2,64.5,0.2,80.9,2.4
"53715  ","3000   ","2024JJ00",2329.6,53,2286.2,68,3.8,80.9,3
"53715  ","4000   ","2011JJ00",2311.2,29.8,1964.1,24.3,NA,46.9,NA
"53715  ","4000   ","2012JJ00",2312.4,29.9,1981.7,25,-1.4,48.1,NA
"53715  ","4000   ","2013JJ00",2316.6,30.1,1993.3,25.8,-1.1,48.9,NA
"53715  ","4000   ","2014JJ00",2325.2,32.1,2009.4,26.6,2,49.8,NA
"53715  ","4000   ","2015JJ00",2345.6,31.6,2035.4,27.3,1.5,50.7,NA
"53715  ","4000   ","2016JJ00",2364.7,33,2063.4,28.3,3,52.1,NA
"53715  ","4000   ","2017JJ00",2384,34.3,2094.5,29.4,0.5,53.4,NA
"53715  ","4000   ","2018JJ00",2393.6,34.5,2117,30.2,0.4,54.9,8.2
"53715  ","4000   ","2019JJ00",2396,37.6,2138.1,31.4,1.5,56.8,7.3
"53715  ","4000   ","2020JJ00",2394.4,37.9,2152.8,32.6,2.6,57.4,5.7
"53715  ","4000   ","2021JJ00",2387.2,39.7,2158.7,34,1.4,59.4,5.9
"53715  ","4000   ","2022JJ00",2375.7,42.1,2170.4,36,-1.1,62,3.2
"53715  ","4000   ","2023JJ00",2374,48.3,2175.8,38.5,0.3,63.2,2.4
"53715  ","4000   ","2024JJ00",2364.5,50.8,2174.9,41.5,3.6,64.2,3.2
"80200  ","T001038","2011JJ00",2467.2,24.5,2466.2,21.2,NA,NA,NA
"80200  ","T001038","2012JJ00",2590.5,25.3,2589.6,21.7,-1.2,NA,NA
"80200  ","T001038","2013JJ00",2700.5,25.3,2699.6,22,-2.8,NA,NA
"80200  ","T001038","2014JJ00",2779.8,26.7,2778.9,22.6,0.8,NA,NA
"80200  ","T001038","2015JJ00",2875,26.2,2873.6,22.9,0.1,NA,NA
"80200  ","T001038","2016JJ00",2954,26.9,2952.4,23.5,0.8,NA,NA
"80200  ","T001038","2017JJ00",3035.8,28,3034.2,24.9,-0.1,NA,NA
"80200  ","T001038","2018JJ00",3110.9,27.8,3109.1,24.5,-0.3,NA,2.9
"80200  ","T001038","2019JJ00",3184.6,29.9,3175.3,25.4,0.7,33.6,2.6
"80200  ","T001038","2020JJ00",3258.2,29.9,3248.7,26.2,1.2,35.1,1.9
"80200  ","T001038","2021JJ00",3325.1,31,3315.8,27,-0.3,37,2.1
"80200  ","T001038","2022JJ00",3390.8,32.8,3377.5,28.4,-3,37.8,1.4
"80200  ","T001038","2023JJ00",3460.6,37.7,3440.1,30.8,-0.4,38.3,1.2
"80200  ","T001038","2024JJ00",3531.6,39.6,3507.4,32.8,1.9,39.4,1.5
"80200  ","3000   ","2011JJ00",1107.8,25.7,1107.4,27,NA,NA,NA
"80200  ","3000   ","2012JJ00",1172.7,26.5,1172.3,27.7,-1.2,NA,NA
"80200  ","3000   ","2013JJ00",1230.3,26.4,1229.9,28.1,-3.1,NA,NA
"80200  ","3000   ","2014JJ00",1276.9,27.9,1276.5,28.9,0.7,NA,NA
"80200  ","3000   ","2015JJ00",1326,27.3,1325.4,29.2,0,NA,NA
"80200  ","3000   ","2016JJ00",1368.1,28.1,1367.5,29.9,0.8,NA,NA
"80200  ","3000   ","2017JJ00",1410.7,29.4,1410.1,32.2,-0.3,NA,NA
"80200  ","3000   ","2018JJ00",1451.7,29,1451,31.1,-0.4,NA,2.9
"80200  ","3000   ","2019JJ00",1490.5,31.3,1489.2,32.1,0.7,45.7,2.5
"80200  ","3000   ","2020JJ00",1529.7,31.3,1528.3,32.9,1.1,47.3,1.9
"80200  ","3000   ","2021JJ00",1563.4,32.4,1561.9,33.7,-0.3,49.5,2.1
"80200  ","3000   ","2022JJ00",1597,34.2,1595.4,35.4,-3.1,49.6,1.4
