"KenmerkenVanPersonen","Geslacht","Perioden","Personen_1","GemiddeldGestandaardiseerdInkomen_2","PersonenMetInkomen_3","GemiddeldPersoonlijkInkomen_4","MedianeKoopkrachtontwikkeling_5","PersonenEconomischZelfstandig_6","PersonenArm_7"
"80200  ","3000   ","2023JJ00",1632.8,39.8,1630,38.2,-0.4,50,1.1
"80200  ","3000   ","2024JJ00",1669.5,41.8,1665.7,40.5,2,50.9,1.5
"80200  ","4000   ","2011JJ00",1359.4,23.6,1358.8,16.4,NA,NA,NA
"80200  ","4000   ","2012JJ00",1417.9,24.3,1417.3,16.7,-1.2,NA,NA
"80200  ","4000   ","2013JJ00",1470.2,24.3,1469.7,16.8,-2.7,NA,NA
"80200  ","4000   ","2014JJ00",1502.9,25.6,1502.3,17.2,0.9,NA,NA
"80200  ","4000   ","2015JJ00",1549.1,25.3,1548.2,17.5,0.2,NA,NA
"80200  ","4000   ","2016JJ00",1585.9,25.9,1584.9,18,0.9,NA,NA
"80200  ","4000   ","2017JJ00",1625.1,26.7,1624.2,18.6,-0.1,NA,NA
"80200  ","4000   ","2018JJ00",1659.2,26.7,1658.1,18.8,-0.3,NA,2.9
"80200  ","4000   ","2019JJ00",1694.1,28.6,1686.1,19.6,0.7,21.6,2.6
"80200  ","4000   ","2020JJ00",1728.5,28.7,1720.5,20.3,1.2,23.1,1.9
"80200  ","4000   ","2021JJ00",1761.6,29.8,1753.9,21,-0.2,24.6,2.1
"80200  ","4000   ","2022JJ00",1793.8,31.5,1782.1,22.2,-2.9,26.3,1.4
"80200  ","4000   ","2023JJ00",1827.8,35.9,1810.2,24.1,-0.4,26.9,1.3
"80200  ","4000   ","2024JJ00",1862.2,37.6,1841.7,25.8,1.8,28.3,1.6
"1016411","T001038","2011JJ00",7347.6,25.6,7328.4,38,NA,78.6,NA
"1016411","T001038","2012JJ00",7412.1,25.8,7391.9,38.2,-1.1,78.3,NA
"1016411","T001038","2013JJ00",7467.8,25.9,7445.9,38.7,-1.4,77.6,NA
"1016411","T001038","2014JJ00",7496.4,27.3,7474.4,39.4,1.7,77.8,NA
"1016411","T001038","2015JJ00",7568.5,27.1,7545.2,39.8,1,78.3,NA
"1016411","T001038","2016JJ00",7623.2,28.2,7593.9,40.6,2,78.7,NA
"1016411","T001038","2017JJ00",7694.9,29.2,7663.8,42.1,0.4,79.1,NA
"1016411","T001038","2018JJ00",7760.6,29.5,7722.9,42.2,0.1,80.1,8.7
"1016411","T001038","2019JJ00",7827.4,31.6,7788.6,43.5,1.1,80.7,7.8
"1016411","T001038","2020JJ00",7894.5,32.1,7852.5,44.5,2,80.1,6.2
"1016411","T001038","2021JJ00",7951.4,33.6,7912.6,46.2,0.6,81.1,6.2
"1016411","T001038","2022JJ00",8041.4,35.6,8041.4,48.2,-1.5,82.6,4
"1016411","T001038","2023JJ00",8163.1,40,8140.4,50.9,0.2,82.4,3.5
"1016411","T001038","2024JJ00",8258.9,41.9,8230.8,53.6,2.9,82.2,4.2
"1016411","3000   ","2011JJ00",4906.7,27.4,4895.1,42.8,NA,83,NA
"1016411","3000   ","2012JJ00",4913.8,27.6,4901.7,43.1,-1.1,82.7,NA
"1016411","3000   ","2013JJ00",4918.2,27.8,4905.3,43.6,-1.3,82.1,NA
"1016411","3000   ","2014JJ00",4923.8,29.4,4911,44.3,1.6,82.4,NA
"1016411","3000   ","2015JJ00",4941.2,29.1,4927.7,45,1,83,NA
"1016411","3000   ","2016JJ00",4962.7,30.3,4945.9,45.7,2.4,83.4,NA
"1016411","3000   ","2017JJ00",4999.8,31.4,4982.1,47.6,0.4,83.8,NA
"1016411","3000   ","2018JJ00",5029.2,31.6,5008.3,47.5,0.2,84.6,6.9
"1016411","3000   ","2019JJ00",5052.7,34.1,5031,48.9,1.3,85.1,6.2
"1016411","3000   ","2020JJ00",5058.2,34.5,5034.7,49.9,2.1,84.4,5
"1016411","3000   ","2021JJ00",5076.7,36.1,5054.6,51.8,0.8,85.2,5
"1016411","3000   ","2022JJ00",5110.6,38.1,5110.6,53.9,-1.7,86.3,3.4
"1016411","3000   ","2023JJ00",5148.4,43.3,5135,56.8,0.1,86.1,2.9
"1016411","3000   ","2024JJ00",5166.2,45.2,5149.7,59.6,3.1,85.9,3.5
"1016411","4000   ","2011JJ00",2440.9,21.9,2433.2,28.3,NA,68.3,NA
"1016411","4000   ","2012JJ00",2498.3,22.1,2490.1,28.6,-1.1,68.2,NA
"1016411","4000   ","2013JJ00",2549.6,22.3,2540.6,29,-1.4,67.7,NA
"1016411","4000   ","2014JJ00",2572.6,23.3,2563.3,29.8,1.7,67.9,NA
"1016411","4000   ","2015JJ00",2627.4,23.5,2617.5,30.1,1.1,68.1,NA
"1016411","4000   ","2016JJ00",2660.6,24.4,2648,30.9,1.7,68.8,NA
"1016411","4000   ","2017JJ00",2695.2,25.1,2681.7,31.8,0.4,69.5,NA
"1016411","4000   ","2018JJ00",2731.4,25.5,2714.5,32.5,0,70.7,12
"1016411","4000   ","2019JJ00",2774.7,27.1,2757.6,33.7,1,71.8,10.7
"1016411","4000   ","2020JJ00",2836.3,28,2817.8,35,1.9,71.8,8.4
"1016411","4000   ","2021JJ00",2874.7,29.3,2858,36.3,0.3,73.3,8.4
"1016411","4000   ","2022JJ00",2930.8,31.2,2930.8,38.4,-1.1,75.5,5.2
"1016411","4000   ","2023JJ00",3014.6,34.4,3005.4,41,0.4,75.4,4.6
"1016411","4000   ","2024JJ00",3092.7,36.4,3081.1,43.6,2.6,75.6,5.4
"1016400","T001038","2011JJ00",3167.9,20.7,3152.7,27.6,NA,64.2,NA
"1016400","T001038","2012JJ00",3231.1,20.9,3214.9,27.9,-1.1,63.5,NA
"1016400","T001038","2013JJ00",3280.8,21,3263.2,28.1,-1.4,62.3,NA
"1016400","T001038","2014JJ00",3303.6,21.9,3285.6,28.6,1.6,62.4,NA
"1016400","T001038","2015JJ00",3373.8,22,3354.9,28.8,1,62.8,NA
"1016400","T001038","2016JJ00",3423.2,22.7,3398.6,29.4,1.7,63.5,NA
"1016400","T001038","2017JJ00",3480.5,23.4,3454.1,30.3,0.4,64.2,NA
"1016400","T001038","2018JJ00",3528.7,23.8,3496.2,30.8,0,65.8,14.6
"1016400","T001038","2019JJ00",3578.6,25.3,3545.4,31.9,1,67.1,13.2
"1016400","T001038","2020JJ00",3622.9,26,3586.7,32.8,1.8,66.4,10.5
"1016400","T001038","2021JJ00",3655.8,27.2,3623.1,34,0.3,67.9,10.5
"1016400","T001038","2022JJ00",3730.1,28.9,3730.1,35.8,-1,70.3,6.5
"1016400","T001038","2023JJ00",3829,31.9,3811.4,38.1,0.3,70.4,5.8
"1016400","T001038","2024JJ00",3907.9,33.3,3886.3,40.2,2.2,70.3,6.9
"1016400","3000   ","2011JJ00",1349.4,22.2,1341,31.5,NA,69.2,NA
"1016400","3000   ","2012JJ00",1381.7,22.4,1372.8,31.7,-1.1,68.2,NA
"1016400","3000   ","2013JJ00",1407.2,22.6,1397.6,32,-1.2,66.7,NA
"1016400","3000   ","2014JJ00",1421.1,23.6,1411.5,32.5,1.7,66.9,NA
"1016400","3000   ","2015JJ00",1459.8,23.6,1449.6,32.9,0.9,67.4,NA
"1016400","3000   ","2016JJ00",1488.4,24.5,1475.2,33.5,1.9,68.2,NA
"1016400","3000   ","2017JJ00",1523.2,25.3,1509,34.5,0.4,68.7,NA
"1016400","3000   ","2018JJ00",1550.8,25.8,1533.7,35,0.1,70.4,15
"1016400","3000   ","2019JJ00",1576.4,27.6,1558.8,36.3,1.1,71.6,13.5
"1016400","3000   ","2020JJ00",1602.4,28.1,1583.1,37.1,1.9,70.3,10.9
"1016400","3000   ","2021JJ00",1618.1,29.5,1600.5,38.6,0.5,71.7,11
"1016400","3000   ","2022JJ00",1656,31.2,1656,40.3,-1,74,7
"1016400","3000   ","2023JJ00",1700.8,34.8,1691.1,42.8,0.2,74.1,6.3
"1016400","3000   ","2024JJ00",1738.4,36.1,1726.8,45,2.3,73.7,7.6
"1016400","4000   ","2011JJ00",1818.5,19.5,1811.8,24.7,NA,59.3,NA
"1016400","4000   ","2012JJ00",1849.4,19.8,1842.1,25,-1.1,58.9,NA
"1016400","4000   ","2013JJ00",1873.7,19.9,1865.7,25.2,-1.5,58.1,NA
"1016400","4000   ","2014JJ00",1882.4,20.6,1874.1,25.7,1.6,58,NA
"1016400","4000   ","2015JJ00",1914,20.8,1905.3,25.7,1,58.2,NA
"1016400","4000   ","2016JJ00",1934.8,21.4,1923.4,26.3,1.5,58.9,NA
"1016400","4000   ","2017JJ00",1957.2,21.9,1945,27,0.4,59.6,NA
"1016400","4000   ","2018JJ00",1977.9,22.3,1962.4,27.5,-0.1,61.2,14.3
"1016400","4000   ","2019JJ00",2002.2,23.5,1986.6,28.4,0.9,62.6,12.9
"1016400","4000   ","2020JJ00",2020.5,24.3,2003.6,29.4,1.7,62.5,10.2
"1016400","4000   ","2021JJ00",2037.7,25.4,2022.6,30.4,0.1,64.1,10.1
"1016400","4000   ","2022JJ00",2074.1,27,2074.1,32.1,-1,66.6,6.1
"1016400","4000   ","2023JJ00",2128.3,29.6,2120.4,34.4,0.4,66.7,5.4
"1016400","4000   ","2024JJ00",2169.5,31.1,2159.5,36.4,2.1,66.9,6.4
"1016410","T001038","2011JJ00",4179.7,29.3,4175.6,45.8,NA,87.7,NA
"1016410","T001038","2012JJ00",4181,29.5,4177,46.2,-1.1,87.8,NA
"1016410","T001038","2013JJ00",4187,29.8,4182.7,46.9,-1.3,87.7,NA
"1016410","T001038","2014JJ00",4192.9,31.6,4188.7,47.8,1.7,88.1,NA
"1016410","T001038","2015JJ00",4194.8,31.2,4190.3,48.6,1,88.9,NA
"1016410","T001038","2016JJ00",4200,32.7,4195.2,49.6,2.6,89.4,NA
"1016410","T001038","2017JJ00",4214.4,34,4209.7,51.7,0.4,89.8,NA
"1016410","T001038","2018JJ00",4231.9,34.2,4226.7,51.7,0.3,90.4,3.8
"1016410","T001038","2019JJ00",4248.8,37,4243.3,53.2,1.4,90.7,3.3
"1016410","T001038","2020JJ00",4271.6,37.4,4265.8,54.4,2.2,90.4,2.6
"1016410","T001038","2021JJ00",4295.6,39.1,4289.5,56.5,1,91,2.6
"1016410","T001038","2022JJ00",4311.3,41.4,4311.3,59,-2,91.9,1.9
"1016410","T001038","2023JJ00",4334,47.1,4329,62.2,0.1,91.8,1.5
"1016410","T001038","2024JJ00",4351,49.6,4344.5,65.6,3.4,91.7,1.7
"1016410","3000   ","2011JJ00",3557.3,29.4,3554.2,47.1,NA,88.1,NA
"1016410","3000   ","2012JJ00",3532.1,29.7,3529,47.5,-1.2,88.3,NA
"1016410","3000   ","2013JJ00",3511,29.9,3507.7,48.3,-1.4,88.3,NA
"1016410","3000   ","2014JJ00",3502.7,31.7,3499.5,49.1,1.6,88.7,NA
"1016410","3000   ","2015JJ00",3481.4,31.3,3478.1,50,0.9,89.6,NA
"1016410","3000   ","2016JJ00",3474.3,32.7,3470.7,51,2.5,90,NA
"1016410","3000   ","2017JJ00",3476.5,34.1,3473,53.3,0.4,90.5,NA
"1016410","3000   ","2018JJ00",3478.4,34.2,3474.6,53,0.3,91,3.3
"1016410","3000   ","2019JJ00",3476.3,37.1,3472.2,54.5,1.3,91.4,2.8
"1016410","3000   ","2020JJ00",3455.8,37.5,3451.6,55.7,2.1,91.1,2.3
"1016410","3000   ","2021JJ00",3458.6,39.2,3454.1,57.9,0.9,91.6,2.2
"1016410","3000   ","2022JJ00",3454.6,41.5,3454.6,60.4,-2.1,92.3,1.6
"1016410","3000   ","2023JJ00",3447.7,47.5,3443.9,63.6,0.1,92.2,1.2
"1016410","3000   ","2024JJ00",3427.8,49.7,3422.9,67,3.3,92.1,1.4
"1016410","4000   ","2011JJ00",622.4,28.7,621.5,38.6,NA,85.6,NA
"1016410","4000   ","2012JJ00",649,28.8,648,39,-1.1,85.4,NA
"1016410","4000   ","2013JJ00",676,29.1,675,39.6,-0.7,85.2,NA
"1016410","4000   ","2014JJ00",690.2,30.7,689.2,40.9,2.2,85.7,NA
"1016410","4000   ","2015JJ00",713.4,30.8,712.2,41.7,1.6,85.8,NA
"1016410","4000   ","2016JJ00",725.7,32.4,724.5,43.1,3.5,86.6,NA
"1016410","4000   ","2017JJ00",737.9,33.5,736.7,44.5,0.7,87.2,NA
"1016410","4000   ","2018JJ00",753.5,33.9,752.1,45.6,0.7,87.8,5.9
"1016410","4000   ","2019JJ00",772.4,36.3,771,47.2,1.6,88.2,5.2
"1016410","4000   ","2020JJ00",815.7,37,814.2,48.5,2.9,87.9,4.1
"1016410","4000   ","2021JJ00",837,39.1,835.4,50.6,1.5,88.9,4.1
"1016410","4000   ","2022JJ00",856.7,41.3,856.7,53.5,-1.4,90.7,3
"1016410","4000   ","2023JJ00",886.4,45.8,885.1,56.7,0.2,90.3,2.5
"1016410","4000   ","2024JJ00",923.3,49,921.6,60.4,4,90.2,2.9
"1016420","T001038","2011JJ00",4179.6,29.3,3653.9,19.1,NA,51.5,NA
"1016420","T001038","2012JJ00",4181,29.5,3674.7,19.3,-1.1,51.8,NA
"1016420","T001038","2013JJ00",4187,29.8,3686.1,19.7,-1.3,51.8,NA
"1016420","T001038","2014JJ00",4192.9,31.6,3701.1,20,1.7,52.3,NA
"1016420","T001038","2015JJ00",4194.8,31.2,3713,20.5,1,53.3,NA
"1016420","T001038","2016JJ00",4200,32.7,3735.5,21.2,2.6,55,NA
"1016420","T001038","2017JJ00",4214.4,34,3774.4,21.9,0.4,56.7,NA
"1016420","T001038","2018JJ00",4231.9,34.2,3814.3,22.6,0.3,58.6,3.8
"1016420","T001038","2019JJ00",4248.8,37,3848.3,23.6,1.4,60.2,3.3
"1016420","T001038","2020JJ00",4271.6,37.4,3893,24.4,2.2,60.3,2.6
"1016420","T001038","2021JJ00",4295.6,39.1,3932.8,25.6,1,62.8,2.6
"1016420","T001038","2022JJ00",4311.3,41.4,3966.6,27.2,-2,65.5,1.9
"1016420","T001038","2023JJ00",4334,47.1,3993.6,29.4,0.1,66.5,1.5
"1016420","T001038","2024JJ00",4351,49.6,4015.1,31.6,3.4,66.8,1.7
"1016420","3000   ","2011JJ00",630.3,28.9,595.4,24,NA,61.1,NA
"1016420","3000   ","2012JJ00",657.3,29,620.3,24,-1.1,59.9,NA
"1016420","3000   ","2013JJ00",684.9,29.2,644.8,24.2,-0.7,58.8,NA
"1016420","3000   ","2014JJ00",699.7,30.9,658.2,24.8,2.2,59.3,NA
"1016420","3000   ","2015JJ00",721.3,31,678.9,25.3,1.6,60.4,NA
"1016420","3000   ","2016JJ00",733.9,32.6,691.1,26.2,3.5,62.7,NA
"1016420","3000   ","2017JJ00",745.1,33.7,703.7,27.2,0.7,64.7,NA
"1016420","3000   ","2018JJ00",761.6,34.2,719.5,28.1,0.7,66.5,5.9
"1016420","3000   ","2019JJ00",781.4,36.6,738.4,29.2,1.6,67.6,5.2
"1016420","3000   ","2020JJ00",824.6,37.3,782.5,29.8,2.9,66.2,4.2
"1016420","3000   ","2021JJ00",846.4,39.4,801.5,31.4,1.5,68.9,4.1
"1016420","3000   ","2022JJ00",865.7,41.7,820.7,33.3,-1.4,72,3
"1016420","3000   ","2023JJ00",895.5,46.2,847.4,35.9,0.2,72.9,2.5
"1016420","3000   ","2024JJ00",933.1,49.4,881.8,38.5,3.9,72.6,2.9
"1016420","4000   ","2011JJ00",3549.3,29.4,3058.5,18.1,NA,49.8,NA
"1016420","4000   ","2012JJ00",3523.8,29.6,3054.4,18.4,-1.2,50.2,NA
"1016420","4000   ","2013JJ00",3502.1,29.9,3041.3,18.7,-1.4,50.4,NA
"1016420","4000   ","2014JJ00",3493.1,31.7,3043,19,1.6,50.9,NA
"1016420","4000   ","2015JJ00",3473.4,31.3,3034.1,19.4,0.9,51.8,NA
"1016420","4000   ","2016JJ00",3466.1,32.7,3044.4,20,2.5,53.4,NA
"1016420","4000   ","2017JJ00",3469.3,34,3070.7,20.7,0.3,55,NA
"1016420","4000   ","2018JJ00",3470.3,34.1,3094.8,21.3,0.3,56.9,3.3
"1016420","4000   ","2019JJ00",3467.4,37,3109.9,22.2,1.3,58.5,2.8
"1016420","4000   ","2020JJ00",3447,37.4,3110.5,23.1,2.1,58.9,2.3
"1016420","4000   ","2021JJ00",3449.3,39.1,3131.3,24.1,0.9,61.3,2.2
"1016420","4000   ","2022JJ00",3445.7,41.4,3145.9,25.6,-2.1,63.9,1.6
"1016420","4000   ","2023JJ00",3438.5,47.4,3146.2,27.6,0.1,64.8,1.2
"1016420","4000   ","2024JJ00",3417.9,49.6,3133.3,29.7,3.3,65.2,1.4
"1016445","T001038","2011JJ00",3414.7,25.8,549.5,2.1,NA,36.6,NA
"1016445","T001038","2012JJ00",3397.1,25.9,531.7,2.2,-0.7,29.7,NA
"1016445","T001038","2013JJ00",3372.9,26.2,515.9,2.1,0.1,27.6,NA
"1016445","T001038","2014JJ00",3354.5,27.8,519.2,2.1,2.9,27.2,NA
"1016445","T001038","2015JJ00",3337.1,27.7,534.2,2.1,2.8,27.3,NA
"1016445","T001038","2016JJ00",3322.6,29.2,560.2,2.2,5.1,32,NA
"1016445","T001038","2017JJ00",3304.9,30.3,584.9,2.3,1.9,34.9,NA
"1016445","T001038","2018JJ00",3289.1,31,612.6,2.4,2.1,39.3,8.6
"1016445","T001038","2019JJ00",3265.1,33.4,621.4,2.6,2.8,42.2,7.5
"1016445","T001038","2020JJ00",3245.5,34,586.8,2.8,4.5,46.1,6.2
"1016445","T001038","2021JJ00",3220.9,35.6,613.3,2.8,3,51.8,5.6
"1016445","T001038","2022JJ00",3211.6,37.8,650.8,3.1,0.4,62.5,4
"1016445","T001038","2023JJ00",3217.8,42.4,664,3.4,2,66.8,2.8
"1016445","T001038","2024JJ00",3207,44.5,656,3.7,5.6,62,2.8
"1016445","3000   ","2011JJ00",1746.3,25.8,276.1,2.3,NA,42.5,NA
"1016445","3000   ","2012JJ00",1737.6,25.9,266.3,2.3,-0.7,34.2,NA
"1016445","3000   ","2013JJ00",1725.5,26.2,257.8,2.2,0.1,32.4,NA
"1016445","3000   ","2014JJ00",1716.7,27.8,259.8,2.2,2.8,32.6,NA
"1016445","3000   ","2015JJ00",1707.1,27.7,267.2,2.2,2.7,33.9,NA
"1016445","3000   ","2016JJ00",1700,29.2,281.6,2.3,5,38.6,NA
"1016445","3000   ","2017JJ00",1691.6,30.2,295.1,2.5,1.9,41.7,NA
"1016445","3000   ","2018JJ00",1683.7,30.9,310.2,2.6,2.1,44.8,8.7
"1016445","3000   ","2019JJ00",1671.9,33.4,314.9,2.8,2.8,47.8,7.5
"1016445","3000   ","2020JJ00",1661.9,34,295.5,3,4.5,50.9,6.2
"1016445","3000   ","2021JJ00",1650,35.6,307.5,3.1,3,56.8,5.6
"1016445","3000   ","2022JJ00",1645.1,37.8,329.3,3.3,0.4,68.9,4
"1016445","3000   ","2023JJ00",1648.5,42.3,338.1,3.7,2,73.3,2.8
"1016445","3000   ","2024JJ00",1643.2,44.5,335.4,4,5.7,68,2.8
"1016445","4000   ","2011JJ00",1668.4,25.8,273.4,1.9,NA,18.5,NA
"1016445","4000   ","2012JJ00",1659.5,25.9,265.4,2,-0.7,16.6,NA
"1016445","4000   ","2013JJ00",1647.4,26.2,258.1,2,0.2,15.8,NA
"1016445","4000   ","2014JJ00",1637.8,27.9,259.4,2,2.9,13.4,NA
"1016445","4000   ","2015JJ00",1630.1,27.7,267,2,2.8,11.8,NA
"1016445","4000   ","2016JJ00",1622.6,29.2,278.6,2,5.1,15.7,NA
"1016445","4000   ","2017JJ00",1613.4,30.3,289.8,2.1,1.9,17.5,NA
"1016445","4000   ","2018JJ00",1605.4,31,302.4,2.2,2.1,23.3,8.6
"1016445","4000   ","2019JJ00",1593.2,33.5,306.5,2.4,2.8,25.5,7.5
"1016445","4000   ","2020JJ00",1583.6,34.1,291.3,2.5,4.5,31.4,6.2
"1016445","4000   ","2021JJ00",1570.9,35.6,305.8,2.6,3,35.9,5.5
"1016445","4000   ","2022JJ00",1566.4,37.9,321.5,2.8,0.4,44,4
"1016445","4000   ","2023JJ00",1569.3,42.4,325.9,3.1,2,49.1,2.8
"1016445","4000   ","2024JJ00",1563.8,44.6,320.6,3.3,5.6,45.8,2.8
"1016460","T001038","2011JJ00",1132.5,30.4,1096.4,15.8,NA,66.6,NA
"1016460","T001038","2012JJ00",1157.5,30.3,1119.7,15.5,0,64.6,NA
"1016460","T001038","2013JJ00",1175.6,30.5,1134.2,15.1,0.8,62.1,NA
"1016460","T001038","2014JJ00",1185.3,32.1,1142.1,15.1,3.8,61.6,NA
"1016460","T001038","2015JJ00",1194.2,32,1149,15.4,3.9,62.8,NA
"1016460","T001038","2016JJ00",1215.2,33.6,1161.7,15.9,6.1,65.5,NA
"1016460","T001038","2017JJ00",1245.3,35.2,1188.5,16.4,3.8,68.1,NA
"1016460","T001038","2018JJ00",1275.9,35.7,1215.1,17.2,3.9,70.5,4.8
"1016460","T001038","2019JJ00",1319.1,38.8,1255.7,18,4.7,72,4.1
"1016460","T001038","2020JJ00",1355.2,39.6,1283.4,18.6,5.4,71.2,3.5
"1016460","T001038","2021JJ00",1373.9,41.5,1306.7,19.6,4.7,74.1,3.1
"1016460","T001038","2022JJ00",1385.7,44.2,1323.1,21.1,1.6,77.5,2.6
